#ID	TYPE	CLASS	INSTANCE_NAME	DESCR	EXT_LINK	COMMENT	TIME	BEGINTERVAL	ENDINTERVAL	N.ANN_DOC.USER	N.ANN_DOC.ALL	HAS_PARTS
SPE39138642484576617	EVENT	SPEECH_COGNITIVE	Say-EHU	Henderson said do right			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40517899133011524	EVENT	OTHER	Exception-EHU	Toyota exception			2010-02-XX			1	1	ORG37406424004775673_Arg1
OTH39906590277023568	EVENT	OTHER	included VUA	options of Air Canada are included			2005-04-27			0	1	FIN39490094871843196_Arg1
LOC45374976290614821	ENTITY	LOC	Victoria	Australian State	http://dbpedia.org/resource/Victoria_(Australia)					1	1	
OTH39304514094511871	EVENT	OTHER	Deal-EHU	Deal Chrysler Fiat			2009-04-30			1	1	ORG37406423743094661_Arg1
PER46392369979276619	ENTITY	PER	789 dealers							1	1	
OTH40816081221258947	EVENT	OTHER	fall 1 january 2009 dow	dow has fallen new year		MS: no er		2009-01-01		0	1	FIN39323676120351079_Arg1
OTH40105485649774146	EVENT	OTHER	order VUA	800 orders for 787					2011-08-08	0	1	ORG37154719725500990_Arg2
OTH39222722565625647	EVENT	OTHER	Sell-EHU	DaimlerC sell Chrysler			XXXX-XX-XX			1	1	ORG37406423582812360_Arg0 ORG37406423422624299_Arg1
ORG27733658216837514	ENTITY	ORG	Boeing Commercial Airplanes (BCA)	business division of Boeing	http://dbpedia.org/resource/Boeing_Commercial_Airplanes					0	0	
OTH40090589346113228	EVENT	OTHER	interference VUA	political A400				2005-XX-XX	2009-12-11	0	1	
PER19274271332322852	ENTITY	PER	Steve Jobs	Apple's CEO	http://dbpedia.org/resource/Steve_Jobs 	Semeval seed entity				20	60	
PRO39479945067866584	ENTITY	PRO	Public appearances	of the A380						0	1	
OTH40792419574018472	EVENT	OTHER	shortage VUA	787 project issues			XXXX-XX-XX			0	1	
OTH57298684028504179	EVENT	OTHER	build-SE - (Steve Jobs)	Jobs has built the most valuable technology company in the world , 	build.01		1976			1	1	PER19274271332322852_Arg0
FIN44084029163573456	ENTITY	FIN	British stock markets			no er				0	1	
PRO46493745709589571	ENTITY	PRO	Ford Territory		http://dbpedia.org/resource/Ford_Territory					1	1	
SPE57368385868309843	EVENT	SPEECH_COGNITIVE	announced S6-SE - Steve Jobs	Jobs announced today that the Lion  release to OS X	announce.01		2010-10-23			1	1	PER19274271332322852_Arg0
PRO47026238810201852	ENTITY	PRO	Apple brand			no er				0	1	
SPE57305746299764707	EVENT	SPEECH_COGNITIVE	say-SE - (Steve Jobs)	 said Apple Inc. CEO Steve Jobs .	say.01		2007-02-06			1	1	PER19274271332322852_Arg0
PRO47185660263368344	ENTITY	PRO	Mac OS X Lion	operating system	http://dbpedia.org/resource/Mac_OS_X_Lion					0	2	
PRO47039414895508090	ENTITY	PRO	Saturn brand							1	1	
SPE57363947191854343	EVENT	SPEECH_COGNITIVE	say-SE - (Steve Jobs)	Jobs started by hinting at the incident , saying , Stop me if you 've already seen this .	say.01		2010-06-07			1	1	PER19274271332322852_Arg0
OTH40540343086339680	EVENT	OTHER	Require-EHU	GM required money			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
PRO39475476568057583	ENTITY	PRO	Airliners	general airliners						0	1	
FIN45380815065658778	ENTITY	FIN	markets							1	1	
SPE40454747102430353	EVENT	SPEECH_COGNITIVE	announce	the Bank of Canada, the Fed ... announced working together		no er	2008-09-18			0	1	ORG39936557985692412_Arg0
ORG43995590115261304	ENTITY	ORG	multi-national banks	multi-national banks		no er				0	1	
PER39496792882268706	ENTITY	PER	290 passengers (and cargo)	owned by AirTanker						0	1	
OTH40006305262701208	EVENT	OTHER	win VUA	EADS wins RAF contract			2008-03-27			0	1	ORG37154720003835631_Arg0 FIN39496666069037044_Arg1
FIN40540689618469900	ENTITY	FIN	US stock exchanges	US stock exchanges		no er				0	1	
OTH40538433381625691	EVENT	OTHER	Bring-EHU	GM brought forward program			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
SPE39063923691680385	EVENT	SPEECH_COGNITIVE	Say-EHU	Obama said thrive			XXXX-XX-XX			1	1	PER37406424967115208_Arg0
OTH40532295974102523	EVENT	OTHER	Post-EHU	Ford posted Q3 profit			2009-XX-XX			1	1	ORG37406423869806668_Arg0
PRO39496959734511487	ENTITY	PRO	Aerial refueling tankers	supplied by EADS						0	2	
FIN43998864667879428	ENTITY	FIN	world stocks	world stocks						0	1	
OTH39750470691740064	EVENT	OTHER	be - arrived news	there was news from BoA		MS: no er 	2009-03-XX			0	1	ORG39669852667789054_Arg2
PER37406424553414514	ENTITY	PER	Jim Press	Jim Press	http://dbpedia.org/resource/Jim_Press	centroid entity				2	2	
OTH57278021453784899	EVENT	OTHER	succeed-SE - (Steve Jobs)	Tim Cook will be succeeding Jobs as CEO 	succeed.02		XXXX-XX-XX			1	1	PER19274271332322852_Arg1
OTH40542644308450553	EVENT	OTHER	Let down-EHU	GM let down			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
PER55723818524474486	ENTITY	PER	Apple's CEO	Apple's CEO		Gen				0	2	
OTH40104914091836081	EVENT	OTHER	built VUA	787 built out carbon			XXXX-XX-XX			0	1	PRO39503507146266799_Arg1
ORG45372041398843353	ENTITY	ORG	Cerberus Capital Management		http://dbpedia.org/resource/Cerberus_Capital_Management					1	1	
FIN44177783736308455	ENTITY	FIN	national economies		http://dbpedia.org/resource/Economy	GEN				0	1	
ORG46393649823598892	ENTITY	ORG	Saturn Corporation		http://dbpedia.org/resource/Saturn_Corporation					1	1	
FIN39498038043532812	ENTITY	FIN	JSF contract							0	1	
ORG37154719868821189	ENTITY	ORG	China Eastern Airlines	China Eastern Airlines (centroid entity)	http://dbpedia.org/page/China_Eastern_Airlines	centroid entity				0	2	
ORG27735473977655411	ENTITY	ORG	Lufthansa	German airlines	http://dbpedia.org/resource/Lufthansa					0	1	
OTH36548746577608594	EVENT	OTHER	putting - VUA	putting cases on iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Arg2
OTH40815951470332376	EVENT	OTHER	low 19 february 2009 dow	dow had set an intraday low 19 february 2009		MS: no er	2009-02-19			0	1	FIN39323676120351079_Arg0
PER55737482231759501	ENTITY	PER	iPod users	iPod users						0	1	
OTH39739067572360481	EVENT	OTHER	bypass VUA	A380 bypass Malta			2005-11-11			0	1	PRO37154719590532628_Arg0
OTH39660952539390865	EVENT	OTHER	brings VUA	order 737 Ryanair			2005-06-13			0	1	ORG37154720662549110_Arg2
OTH40537992163334094	EVENT	OTHER	Plan-EHU	GM plan			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
SPE39139134238416331	EVENT	SPEECH_COGNITIVE	State-EHU	Government stated Henderson			XXXX-XX-XX			1	1	PER37406425118763133_Arg2
OTH41489862090589648	EVENT	OTHER	78496-8-operated				2007-09-01			0	1	PRO37154719590532628_Arg1
OTH39664219350050199	EVENT	OTHER	pursuing VUA	Ryanair pursuing expansion plan				XXXX-XX-XX		0	1	ORG37154720662549110_Arg0
OTH39992301084554847	EVENT	OTHER	ban VUA	EU bans Indonisia air carriers			2007-12-20			0	1	LOC27584708566935027_Arg0 ORG39495985642266461_Arg2
SPE39130194160263522	EVENT	SPEECH_COGNITIVE	Say-EHU	Press said market life			2009-04-01			1	1	PER37406424553414514_Arg0
PRO39500250682445994	ENTITY	PRO	Domestic routes	in China						0	1	
OTH36733972278770906	EVENT	OTHER	comes VUA	iPhone 4 comes in two colors			XXXX-XX-XX			0	1	PRO36276501830687088_Arg1
PRO39397152359162150	ENTITY	PRO	200-250 seats	seats in Boeing 7e7	no er					0	1	
FIN39326930888384754	ENTITY	FIN	US stock markets	US stock markets		no er<br>Wall street interpreted as a metonymy				0	15	
PRO46392760860606014	ENTITY	PRO	portfolio of cars and trucks							1	1	
SPE57303538799451537	EVENT	SPEECH_COGNITIVE	announced S13-SE - (Steve Jobs)	Steve Jobs announced that automatic podcasting subscription would be built in to iTunes and iPod seamlessly .	announce.01		2005-06-06			1	1	PER19274271332322852_Arg0
OTH40371971986135034	EVENT	OTHER	fall	US dollar fell against other currencies		no er	2009-03-13			0	0	FIN40369405063703585_Arg1
ORG46394289809101317	ENTITY	ORG	6 % of Chrysler							1	1	
PRO46393299345728583	ENTITY	PRO	Ford Five Hundred		http://dbpedia.org/resource/Ford_Five_Hundred					1	1	
ORG27744203895285806	ENTITY	ORG	Hainan Airlines Company Limited (HNA)		http://dbpedia.org/resource/Hainan_Airlines					0	1	
ORG45378005175345776	ENTITY	ORG	Automobile Craiova		http://dbpedia.org/resource/Automobile_Craiova					1	1	
LOC27573365163308465	ENTITY	LOC	Singapore		http://dbpedia.org/page/Singapore					0	4	
OTH40433687742992293	EVENT	OTHER	lose 20 february 2009 nasdaq	nasdaq lost 20 february 2009		MS: no er	2009-02-20			0	1	FIN39324663297288769_Arg1
OTH21004366876576786	EVENT	OTHER	use	iPhone4 uses A4 processor						0	1	PRO36907219772334161_Arg0
OTH57297728195916290	EVENT	OTHER	born-SE - (Steve Jobs)	Jobs, born in San Francisco on February 24 	bear.02		1955-02-24			1	1	PER19274271332322852_Arg1
PRO47186489736485546	ENTITY	PRO	iOS 4		http://dbpedia.org/resource/IOS_4					0	1	
PRO47183581990586424	ENTITY	PRO	1.83 and 2 Ghz model	Macbook models						0	1	
ORG55737092308106648	ENTITY	ORG	the High Court of Justice	the High Court of England	http://dbpedia.org/resource/High_Court_of_Justice					0	1	
OTH57383518407250368	EVENT	OTHER	rounded off S25-SE - (Steve Jobs)	Jobs rounded the services off by unveiling a new iTunes feature that mirrors a user 's library in the cloud ,	round.04		2011-06-07			1	1	PER19274271332322852_Arg0
PRO39503395429532798	ENTITY	PRO	conventional materials	of a plane						0	1	
OTH40251742816615687	EVENT	OTHER	Name-EHU	GM named Barra			2013-12-10			1	1	ORG37406424148086837_Arg0
FIN47028649425770689	ENTITY	FIN	Chrysler's voucher with or without healthcare							1	1	
OTH39738924647144939	EVENT	OTHER	Close-EHU	Ford close Wixom plant			XXXX-XX-XX			2	2	ORG37406423869806668_Arg0
PRO55897796573475903	ENTITY	PRO	iPod touch	iPod touch	http://dbpedia.org/resource/IPod_Touch					0	2	
ORG25409574000544790	ENTITY	ORG	Wal-Mart							0	3	
GRA57298514330270091	EVENT	GRAMMATICAL	started S6-SE  - (Steve Jobs)	He started Apple in 1976	start.01		1976			1	1	PER19274271332322852_Arg0
SPE57356323742307545	EVENT	SPEECH_COGNITIVE	saying-SE - (Steve Jobs)	 he promoted the iPhone by saying that 	say.01		2008-06-09			1	1	PER19274271332322852_Arg0
FIN44152284304872155	ENTITY	FIN	stocks in Dow Jones except Wal-Mart			no er				0	1	
OTH40093237071248375	EVENT	OTHER	attend VUA	787 event attended by 15000 people			2007-07-08			0	1	PER39502696167157003_Arg0
OTH40799983013093948	EVENT	OTHER	fall mon 6 october 2008 dow	dow fell this week		MS: no er	2008-10-06			0	1	FIN39323676120351079_Arg1
PER39502754359480472	ENTITY	PER	costumers	part of the 15000 attendees						0	1	
PER27743759015063291	ENTITY	PER	Joe Leonard	CEO of AirTran Airways						0	1	
OTH40081548755494057	EVENT	OTHER	demand VUA	China Airlines demand domestic routes				XXXX-XX-XX		0	1	PRO27734476499966231_Arg2 PRO39500250682445994_Arg1
PRO46393215961360911	ENTITY	PRO	Ford 2008 model							1	1	
OTH40886529858278522	EVENT	OTHER	reopen	US stock markets reopen - 2008-01-22		no er	2008-01-22			0	1	FIN39326930888384754_Arg1
PRO39503507146266799	ENTITY	PRO	the first model	the 787 plane						0	1	
SPE39650885107362591	EVENT	SPEECH_COGNITIVE	Ask-EHU	Chrysler askadditional aid			XXXX-XX-XX			1	1	ORG37406423422624299_Arg0
OTH39660929452746962	EVENT	OTHER	File-EHU	Chrysler filed for bankruptcy			2009-04-30			1	1	ORG37406423422624299_Arg0
OTH40455947215164263	EVENT	OTHER	go up 13 october 2008 ftse 	ftse has gone up 13 october 2008		MS: no er	2008-10-13			0	1	FIN39676646219701103_Arg1
OTH39910863616177441	EVENT	OTHER	exercise VUA	Aer Lingus options					2018-XX-XX	0	1	ORG27734136303656824_Arg0
OTH57214715842324362	EVENT	OTHER	demand-SE - (iPod)	This fact is explained by great demand enjoyed by Apple 's iPod digital music players	demand.01		2006-12			1	1	PRO19274272200451092_Arg1
SPE39587369110921613	EVENT	SPEECH_COGNITIVE	stating VUA	Pentagon stated the deal had favored Boeing			XXXX-XX-XX			0	1	PRO39474736299168718_Arg0
GRA20565284957403344	EVENT	GRAMMATICAL	be-available				FUTURE_REF			0	1	
OTH40785460122124524	EVENT	OTHER	announce VUA	Boeing replacement development pushed back			2008-05-24			0	0	
OTH40014340782068576	EVENT	OTHER	award VUA	American contract awarded to Airbus			2008-02-29			0	2	ORG37154719430036883_Arg2 ORG37154720392556611_Arg0 ORG37154720130514282_Arg2
PER39500878948064823	ENTITY	PER	228 people	people died in Airbus crash						0	1	
OTH40020671613360424	EVENT	OTHER	process VUA	bid USAF EADS					2008-07-02	0	1	FIN39498080489558939_Arg0
OTH57301870514243161	EVENT	OTHER	welcomed-SE - (Steve Jobs)	Jobs welcomed everyone to the event and announced that there were 3,800 attendees .	welcome.01		2005-06-06			1	1	PER19274271332322852_Arg0
OTH39671811812431304	EVENT	OTHER	delayed VUA	A380 first flight			XXXX-XX-XX			0	1	
SPE40079402955413370	EVENT	SPEECH_COGNITIVE	claim VUA	Boeing claims to GAO about USAF			XXXX-XX-XX			0	1	ORG37154719725500990_Arg0 ORG27981991098616896_Arg2
OTH40017758751204813	EVENT	OTHER	bid VUA	for the USAF 40B contract			XXXX-XX-XX			0	1	FIN39498080489558939_Arg1
SPE39646634708745294	EVENT	SPEECH_COGNITIVE	talks VUA	Roche talks about Boeing			XXXX-XX-XX			0	1	ORG37154719725500990_Arg1
OTH40090039599316495	EVENT	OTHER	controll VUA	software controlling engines			2009-12-11			0	1	PRO39502319307850234_Arg0 PRO39502288671329030_Arg1
OTH40445754096811359	EVENT	OTHER	meet	the Fed met - 2007-08-06		no er	2007-08-06			0	1	ORG39936557985692412_Arg0
LOC27584739347652867	ENTITY	LOC	Indonesia		http://dbpedia.org/page/Indonesia					0	1	
GRA20565227349594082	EVENT	GRAMMATICAL	come (pre-loaded - iPhone 3GS)				FUTURE_REF			0	1	
OTH40454224594333653	EVENT	OTHER	rise 20 september 2008 ftse	ftse rose 20 september 2008		MS: no er	2008-09-20			0	1	FIN39676646219701103_Arg1
OTH41388818090202243	EVENT	OTHER	Loss-EHU	Chrysler, Toyota reported a 39% loos			XXXX-XX-XX			1	1	ORG37406423422624299_Arg0 ORG37406424004775673_Arg0
OTH41484928293060156	EVENT	OTHER	5403-7-taken				XXXX-XX-XX			0	1	ORG37154719725500990_Arg0
SPE39223347527372445	EVENT	SPEECH_COGNITIVE	Announce-EHU	Daimler-Chrysler announced job cuts			2007-02-14			1	1	ORG37406423582812360_Arg0
OTH57363834393376633	EVENT	OTHER	hint-SE - (Steve Jobs)	 Jobs started by hinting at the incident 	hint.01		2010-06-07			1	1	PER19274271332322852_Arg0
PER44169614469330896	ENTITY	PER	consumer		http://dbpedia.org/resource/Consumer	GEN				0	1	
OTH39669128446551836	EVENT	OTHER	purchase VUA	Qatar 20 777's			XXXX-XX-XX			0	1	ORG27985022764478361_Arg0 PRO37154720946869865_Arg1
OTH19883502089503025	EVENT	OTHER	pass	pass						0	2	
FIN47029569424273232	ENTITY	FIN	50,000 payment							1	1	
LOC27983236736758528	ENTITY	LOC	Atlantic Ocean		http://dbpedia.org/page/Atlantic_Ocean					0	1	
PER39487190861062502	ENTITY	PER	near-normal number of passengers	in a A380						0	1	
SPE39141155100976188	EVENT	SPEECH_COGNITIVE	Say-EHU	Henderson said better Treasury			2009-06-01			1	1	PER37406425118763133_Arg0
OTH39655076548019062	EVENT	OTHER	received VUA	Boeing received 5 orders for 777				2000-02-XX	2005-02-17	0	1	ORG37154719725500990_Arg0 PRO37154720946869865_Arg4
OTH37507192437530680	EVENT	OTHER	lost	General Motors lost			2008-10-09			0	1	ORG37406424148086837_Arg0
OTH40454209594189302	EVENT	OTHER	follow	the Fed follows the ECB		no er	2007-08-09			0	0	ORG39936557985692412_Arg0
OTH39756183889298275	EVENT	OTHER	end up	NIKKEI ended up 17 sep 08		MS: no er	2008-09-17			0	1	FIN39755153334854979_Arg1
PRO55760148408136115	ENTITY	PRO	Ars Technica	technology news and information website	http://dbpedia.org/resource/Ars_Technica					0	1	
OTH39751169071220178	EVENT	OTHER	thank VUA	AirTran thanks Boeing			2006-05-29			0	1	ORG27743233361973936_Arg0 PER39480894973432913_Arg1
OTH41490662506492327	EVENT	OTHER	boeing unveils 787				2007-07-08			0	1	
OTH41473498717359458	EVENT	OTHER	129865-5-committed				2009-07-30			0	1	ORG37154719430036883_Arg0
OTH40786450398835174	EVENT	OTHER	deliver VUA	Airbus A320 replacement			2020-XX-XX			0	1	ORG37154719430036883_Arg0
ORG47083917085614844	ENTITY	ORG	Intel Inc.		http://dbpedia.org/resource/Intel					0	3	
SPE40086279581554917	EVENT	SPEECH_COGNITIVE	request VUA	BEA requested money from Airbus			XXXX-XX-XX			0	1	ORG37154719430036883_Arg2
FIN55895364482390762	ENTITY	FIN	pricing structures	for films sold by iTunes						0	1	
PRO37154719590532628	ENTITY	PRO	Airbus A380	Airbus A380 (centroid entity)	http://dbpedia.org/page/Airbus_A380	centroid entity				0	12	
SPE57366251909921330	EVENT	SPEECH_COGNITIVE	admitted S15-SE - (Steve Jobs)	 Jobs admitted that the percentage of calls dropped on the iPhone 4 was slightly greater than the percentage of calls dropped on the 3GS .	admit.01		2010-07-16			1	1	PER19274271332322852_Arg0
LOC27738289138625078	ENTITY	LOC	Dubai, United Arab Emirates		http://dbpedia.org/resource/Dubai					0	1	
OTH40080871570026459	EVENT	OTHER	approve VUA	A320 deal approved by China Eastern			2009-06-15			0	1	PER40080981428295056_Arg0
PRO39493700907346891	ENTITY	PRO	6 A350 XWB aircrafts	Airbus aircraft						0	0	
FIN44170042898462974	ENTITY	FIN	several worldwide stock markets	several seeing the biggest drop - 2008-10-10		no er				0	1	
OTH57385643911894648	EVENT	OTHER	die-SE - (Steve Jobs)	Apple Inc. co-founder Steve Jobs dies aged 56	die.01;death.01		2011-10-05			1	1	PER19274271332322852_Arg1
PRO47183590764277419	ENTITY	PRO	2 Ghz model	Macbook model						0	1	
PER44159299993460400	ENTITY	PER	Ken Lewis	former CEO of the Bank of America	http://dbpedia.org/resource/Ken_Lewis_(executive)					0	1	
SPE39141000573433033	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated shortened chains			2009-06-01			1	1	PER37406425118763133_Arg0
ORG27737261489113519	ENTITY	ORG	 U.S. Department of Defense (The Pentagon)		http://dbpedia.org/resource/United_States_Department_of_Defense					0	1	
PRO55725824557210799	ENTITY	PRO	number dial	feature of the iPhone						0	1	
PER44178930870401494	ENTITY	PER	people	people who claim weekly unemployment		no er				0	1	
OTH40261091981352478	EVENT	OTHER	close ftse cac dax	FTSE CAC 40 and DAX closed 13 march 2007		MS: no er	2007-03-13			0	1	FIN39675879107047155_Arg1 FIN39676646219701103_Arg1 FIN39676254160797920_Arg1
OTH40097867602619664	EVENT	OTHER	aim VUA	A380 aimed at flying a lot of passengers			XXXX-XX-XX			0	1	PRO37154719590532628_Arg0
FIN44179244168342519	ENTITY	FIN	Bank of America shares			no er				0	1	
PRO47186532201508230	ENTITY	PRO	iPhone 4 prototype							0	1	
PER39561632176289511	ENTITY	PER	The team formed for development	of Boeing						0	1	
PRO39478471955908380	ENTITY	PRO	2 Airbus A380's	order of Qatar						0	1	
PRO46916967184271290	ENTITY	PRO	iPod line		http://dbpedia.org/resource/List_of_iPod_models					0	2	
GRA39992082883044182	EVENT	GRAMMATICAL	add VUA	EU add Indonesia air carriers ban			2007-12-20			0	0	
PRO55892433502200549	ENTITY	PRO	web browser Safari	include in the Tiger release	http://dbpedia.org/resource/Safari_(web_browser)					0	1	
PRO47185256537596181	ENTITY	PRO	Macbook Air laptops		http://dbpedia.org/resource/MacBook_Air					0	1	
OTH40520611285780623	EVENT	OTHER	Try-EHU	Chrysler try eliminate dealers			2009-05-14			1	1	ORG37406423422624299_Arg0
PRO55740728882179161	ENTITY	PRO	60GB iPod	60GB iPod						0	1	
FIN39676646219701103	ENTITY	FIN	FTSE 100 index	share index	http://dbpedia.org/resource/FTSE_100_Index	centroid entity				0	17	
OTH40522457401357171	EVENT	OTHER	Take-EHU	Toyota take GM market			2005-XX-XX			1	1	ORG37406424004775673_Arg0
PRO39493715346422211	ENTITY	PRO	6 more A350s	Airbus aircraft						0	1	
PRO47184074069458114	ENTITY	PRO	first Apple products to use Intel processors	iMac and Macbook pro		no er				0	1	
ORG39669852667789054	ENTITY	ORG	Bank of America	multinational banking and financial services corporation - BoA	http://dbpedia.org/resource/Bank_of_America	centroid entity				0	7	
SPE39751747741077496	EVENT	SPEECH_COGNITIVE	announced VUA	Boeing announced cancel 717			2005-01-XX			0	1	ORG37154719725500990_Arg0
ORG37154720662549110	ENTITY	ORG	Ryanair	Ryanair (centroid entity)	http://dbpedia.org/page/Ryanair	centroid entity				0	2	
ORG19274272335363621	ENTITY	ORG	BEATLES APPLE CORPS	Beatles Apple Corps	http://dbpedia.org/resource/Apple_Corps	centroid entity				3	12	
OTH39826251249470182	EVENT	OTHER	Post-EHU	GM posted annual loss			2006-01-27			1	1	ORG37406424148086837_Arg0
LOC27735751646958958	ENTITY	LOC	Germany		http://dbpedia.org/resource/Germany					1	3	
FIN44179241464919056	ENTITY	FIN	loan		http://dbpedia.org/resource/Loan	GEN				0	1	
OTH39906689377210941	EVENT	OTHER	includes VUA	Air Canada deal includes			2005-04-27			0	1	
OTH39745679577634259	EVENT	OTHER	close	BoA closes the year			2009-10-16			0	1	ORG39669852667789054_Arg0
OTH39583256454232425	EVENT	OTHER	purchased	VUA Virgin has purchased A380			XXXX-XX-XX			0	1	PRO37154719590532628_Arg1
LOC47022753896858934	ENTITY	LOC	Craiova	Romania's city	http://dbpedia.org/resource/Craiova					1	1	
OTH21003017545594537	EVENT	OTHER	publish	Gizmodo published details iPhone4			2010-04-XX	2010-04-01	2010-04-30	0	1	
OTH40800340463960781	EVENT	OTHER	reach 9 october 2008 dow	dow fell to reach 9 october 2008			2008-10-09			0	1	FIN39323676120351079_Arg0
PRO39477531737033009	ENTITY	PRO	Blended winglets	on a 737						0	1	
SPE40453301712144440	EVENT	SPEECH_COGNITIVE	Respond-EHU	Obama responded opponent challenges			2009-06-01			1	1	PER37406424967115208_Arg0
PER45386330099442061	ENTITY	PER	Executives from several auto firms							1	1	
PRO46997552940769414	ENTITY	PRO	iPad		http://dbpedia.org/resource/IPad					0	2	
PER44086796883461605	ENTITY	PER	Taro Aso	Japanese politician	http://dbpedia.org/resource/Taro_Aso					0	1	
OTH40793184141860329	EVENT	OTHER	release VUA	Airbus release A350			2013-XX-XX			0	1	ORG37154719430036883_Arg0
PRO55898484496636122	ENTITY	PRO	video playback	feature of the iPod nano						0	1	
SPE57304213608049800	EVENT	SPEECH_COGNITIVE	announced S18-SE - (Steve Jobs)	 Steve Jobs announced that Macintosh computers would begin to be shipped with Intel processors ,	announce.01		2005-06-06			1	1	PER19274271332322852_Arg0
ORG47036786948088603	ENTITY	ORG	Toyota and GM							1	1	
PRO55723580676108497	ENTITY	PRO	memo	Apple's internal memo						0	1	
ORG37406424291734298	ENTITY	ORG	General Motors and Chrysler	General Motors and Chrysler		centroid entity				5	5	
OTH39742341355237375	EVENT	OTHER	lose	BoA lost in third quarter 2009		no er		2009-07-01	2009-09-39	0	1	ORG39669852667789054_Arg1
PER39487158904849933	ENTITY	PER	no passengers	plane without passengers						0	1	
PER55724376915329981	ENTITY	PER	developers	WWDC 2005 developers conference						0	1	
OTH40536982880418431	EVENT	OTHER	Post-EHU	Ford posted annual profit			2010-01-28			1	1	ORG37406423869806668_Arg0
OTH40783824387955170	EVENT	OTHER	development VUA	737 replacement				2006-XX-XX		0	1	
OTH21007471238677436	EVENT	OTHER	slate	US release			2010-6-24			0	1	
ORG27743233361973936	ENTITY	ORG	AirTran Airways		http://dbpedia.org/resource/AirTran_Airways					0	1	
FIN40264557228902287	ENTITY	FIN	NYSE New York	New York Stock Exchange	http://dbpedia.org/resource/New_York_Stock_Exchange	centroid entity				0	3	
OTH39925481701878184	EVENT	OTHER	rose	NIKKEI then rose		MS: no er	2008-11-XX			0	1	FIN39755153334854979_Arg1
OTH39567038354396787	EVENT	OTHER	Award-EHU	GM Chrysler award contracts				XXXX-XX-XX	XXXX-XX-XX	1	1	ORG37406424291734298_Arg0
OTH36733452551144980	EVENT	OTHER	connects VUA	FaceTime connects with iPhone 4			XXXX-XX-XX			0	1	PRO36276501830687088_Arg2
PER47187991917854070	ENTITY	PER	Macintosh curious							0	2	
OTH40796622184440460	EVENT	OTHER	demonstrate VUA	Airbus A380 Asia tour				2007-09-01		0	1	ORG37154719430036883_Arg0 PRO37154719590532628_Arg1
PRO39476686680760755	ENTITY	PRO	Test equipment	on board of A380 on April 27, 2005 						0	1	
PRO56086237151281630	ENTITY	PRO	California Theater	California Theater in San Jose						0	1	
OTH39652464504652037	EVENT	OTHER	break VUA	777 will have to break his return journey				XXXX-XX-XX		0	1	PRO37154720946869865_Arg0
PRO55892416591492029	ENTITY	PRO	e-mail client Mail	include in the Tiger release	Mail_(OS_X)	Wikipedia page but not dpbedia URL				0	1	
PER47046768610514067	ENTITY	PER	Chrysler employees fired							1	1	
PRO39474701485860973	ENTITY	PRO	e-mails	emails between Boeing and USAF						0	1	
OTH57188370246995518	EVENT	OTHER	uses S11-SE - (iPhone 4)	Even though it now uses Apple 's faster A4 processor 	use.01		2010-06-08			1	1	PRO36907219772334161_Arg0
PRO39480419094047114	ENTITY	PRO	Design of the electrical installation	of the A380						0	1	
PER45359461366211498	ENTITY	PER	William Clayd Ford Jr.		http://dbpedia.org/resource/William_Clay_Ford,_Jr.					2	2	
OTH40522956600034458	EVENT	OTHER	Merge-EHU	Daimler Chrysler merged			1998-XX-XX			1	1	ORG37406423422624299_Arg2
OTH39830796541122009	EVENT	OTHER	Receive-EHU	GM received aid			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
SPE39063699688918248	EVENT	SPEECH_COGNITIVE	State-EHU	Obama stated no dictate			2009-06-01			1	1	PER37406424967115208_Arg0
OTH40887653387656239	EVENT	OTHER	pump	bank pump more money in global stock markets - 2008-09-18		no er	2008-09-18			0	1	FIN40197049224228580_Arg2
OTH39650588559524114	EVENT	OTHER	Hit-EHU	Chrysler was hit			2009-01-XX			1	1	ORG37406423422624299_Arg1
OTH40792352074671384	EVENT	OTHER	release VUA	of Dreamliner			XXXX-XX-XX			0	1	PRO37154719263852456_Arg1
PER39475406658056681	ENTITY	PER	officials	Officials of China						0	1	
ORG37406424148086837	ENTITY	ORG	General Motors	corporation that manufactures vehicles	http://dbpedia.org/resource/General_Motors	centroid entity				18	22	
OTH40342955501117796	EVENT	OTHER	lose 1 jan 2009	S&P 500 lost since the start of 2009		MS: no er		2009-01-01		0	1	FIN39325939269459429_Arg1
PER46392345575023205	ENTITY	PER	3200 dealers							1	1	
SPE39051507275040407	EVENT	SPEECH_COGNITIVE	State-EHU	Obama stated no interest			2009-06-01			1	1	PER37406424967115208_Arg0
OTH39661827931553051	EVENT	OTHER	choice VUA	O'Leary's choice of Boeing			2005-06-13			0	1	PER27984739632915023_Arg0 ORG37154719725500990_Arg1
FIN39496666069037044	ENTITY	FIN	13 billion contract	between EADS and UK RAF						0	1	
SPE39046069316167805	EVENT	SPEECH_COGNITIVE	Say-EHU	Obama said industry emblem			XXXX-XX-XX			1	1	PER37406424967115208_Arg0
